load_zone,stage_id,timepoint,load_mw
MSEDCL,1,20301746,23427.8614
MSEDCL,1,20301747,24031.29886
MSEDCL,1,20301748,23890.03875
MSEDCL,1,20301749,22970.86137
MSEDCL,1,20301750,22116.92383
MSEDCL,1,20301751,21999.02007
MSEDCL,1,20301752,22075.5795
MSEDCL,1,20301753,21847.50196
MSEDCL,1,20301754,21282.15555
MSEDCL,1,20301755,20988.11483
MSEDCL,1,20301756,21006.39323
MSEDCL,1,20301757,21365.96042
MSEDCL,1,20301758,22172.00813
MSEDCL,1,20301759,22504.75069
MSEDCL,1,20301760,22442.42833
MSEDCL,1,20301761,22846.75967
MSEDCL,1,20301762,23424.92035
MSEDCL,1,20301763,23572.43612
MSEDCL,1,20301764,23579.06384
MSEDCL,1,20301765,23592.44642
MSEDCL,1,20301766,23967.40729
MSEDCL,1,20301767,24428.78461
MSEDCL,1,20301768,24328.32944
MSEDCL,1,20301769,24123.11289
MSEDCL,1,20301770,24291.56351
MSEDCL,1,20301771,25011.55762
MSEDCL,1,20301772,25434.05849
MSEDCL,1,20301773,25009.07817
MSEDCL,1,20301774,24617.77814
MSEDCL,1,20301775,24213.10431
MSEDCL,1,20301776,23669.62631
MSEDCL,1,20301777,23110.46149
MSEDCL,1,20301778,22757.27065
MSEDCL,1,20301779,22584.1313
MSEDCL,1,20301780,22799.28658
MSEDCL,1,20301781,23192.17195
MSEDCL,1,20301782,23368.40095
MSEDCL,1,20301783,23643.83893
MSEDCL,1,20301784,24271.55455
MSEDCL,1,20301785,24496.21744
MSEDCL,1,20301786,24545.75655
MSEDCL,1,20301787,24817.33196
MSEDCL,1,20301788,25020.52112
MSEDCL,1,20301789,25047.15315
MSEDCL,1,20301790,25443.25369
MSEDCL,1,20301791,25767.63575
MSEDCL,1,20301792,25379.1939
MSEDCL,1,20301793,24840.63634
MSEDCL,1,20301794,24608.80492
MSEDCL,1,20301795,25272.30617
MSEDCL,1,20301796,25967.51669
MSEDCL,1,20301797,26003.02123
MSEDCL,1,20301798,25665.4109
MSEDCL,1,20301799,25138.70354
MSEDCL,1,20301800,24421.44659
MSEDCL,1,20301801,23698.68658
MSEDCL,1,20301802,23367.69363
MSEDCL,1,20301803,23089.81077
MSEDCL,1,20301804,22967.39273
MSEDCL,1,20301805,23604.07074
MSEDCL,1,20301806,24443.39008
MSEDCL,1,20301807,24792.34973
MSEDCL,1,20301808,24614.12237
MSEDCL,1,20301809,24464.96925
MSEDCL,1,20301810,24755.79845
MSEDCL,1,20301811,24829.82165
MSEDCL,1,20301812,24673.05557
MSEDCL,1,20301813,24511.93901
MSEDCL,1,20301814,24424.05533
MSEDCL,1,20301815,24337.60879
MSEDCL,1,20301816,23790.87791
MSEDCL,1,20301817,23306.11322
MSEDCL,1,20301818,23532.9037
MSEDCL,1,20301819,23654.18504
MSEDCL,1,20301820,24021.38008
MSEDCL,1,20301821,23827.58902
MSEDCL,1,20301822,23919.03991
MSEDCL,1,20301823,23673.69155
MSEDCL,1,20301824,22953.78915
MSEDCL,1,20301825,22456.00468
MSEDCL,1,20301826,21918.64439
MSEDCL,1,20301827,21748.99067
MSEDCL,1,20301828,22131.35135
MSEDCL,1,20301829,22611.13056
MSEDCL,1,20301830,23002.49413
MSEDCL,1,20301831,23247.14744
MSEDCL,1,20301832,23105.40001
MSEDCL,1,20301833,22781.66769
MSEDCL,1,20301834,22789.97233
MSEDCL,1,20301835,23036.67518
MSEDCL,1,20301836,22988.40137
MSEDCL,1,20301837,22946.1898
MSEDCL,1,20301838,23292.78522
MSEDCL,1,20301839,23425.70443
MSEDCL,1,20301840,23100.74289
MSEDCL,1,20301841,22927.65963
MSEDCL,1,20301842,22967.46081
MSEDCL,1,20301843,23267.15221
MSEDCL,1,20301844,24164.23325
MSEDCL,1,20301845,24351.45955
MSEDCL,1,20301846,24063.96364
MSEDCL,1,20301847,23646.48398
MSEDCL,1,20301848,22958.55521
MSEDCL,1,20301849,22379.07139
MSEDCL,1,20301850,21855.48081
MSEDCL,1,20301851,21679.61111
MSEDCL,1,20301852,21873.76404
MSEDCL,1,20301853,22406.35123
MSEDCL,1,20301854,23362.32317
MSEDCL,1,20301855,23835.69472
MSEDCL,1,20301856,23728.6991
MSEDCL,1,20301857,23651.86549
MSEDCL,1,20301858,23980.42782
MSEDCL,1,20301859,24489.45118
MSEDCL,1,20301860,24580.77434
MSEDCL,1,20301861,24582.67947
MSEDCL,1,20301862,24943.62385
MSEDCL,1,20301863,25341.37571
MSEDCL,1,20301864,25042.951
MSEDCL,1,20301865,24098.21852
MSEDCL,1,20301866,23643.51645
MSEDCL,1,20301867,24213.70952
MSEDCL,1,20301868,25104.5719
MSEDCL,1,20301869,25279.88218
MSEDCL,1,20301870,25521.22121
MSEDCL,1,20301871,25371.74398
MSEDCL,1,20301872,24568.16886
MSEDCL,1,20301873,24022.52569
MSEDCL,1,20301874,23526.52869
MSEDCL,1,20301875,23136.49704
MSEDCL,1,20301876,23171.87547
MSEDCL,1,20301877,23664.05377
MSEDCL,1,20301878,24259.47229
MSEDCL,1,20301879,24573.95593
MSEDCL,1,20301880,24460.61586
MSEDCL,1,20301881,23993.2969
MSEDCL,1,20301882,24046.46257
MSEDCL,1,20301883,24485.80233
MSEDCL,1,20301884,24649.84731
MSEDCL,1,20301885,24900.65957
MSEDCL,1,20301886,25400.07651
MSEDCL,1,20301887,25621.88464
MSEDCL,1,20301888,25481.99958
MSEDCL,1,20301889,24730.62484
MSEDCL,1,20301890,24145.66828
MSEDCL,1,20301891,24270.76697
MSEDCL,1,20301892,25039.49283
MSEDCL,1,20301893,25265.41043
MSEDCL,1,20301894,25053.69842
MSEDCL,1,20301895,24885.06631
MSEDCL,1,20301896,24410.26549
MSEDCL,1,20301897,23825.7895
MSEDCL,1,20301898,23446.7808
MSEDCL,1,20301899,23321.79033
MSEDCL,1,20301900,23422.11726
MSEDCL,1,20301901,24176.93911
MSEDCL,1,20301902,24891.25018
MSEDCL,1,20301903,25270.9213
MSEDCL,1,20301904,25550.46146
MSEDCL,1,20301905,25272.41521
MSEDCL,1,20301906,25390.14825
MSEDCL,1,20301907,26113.82408
MSEDCL,1,20301908,26410.97726
MSEDCL,1,20301909,26340.8373
MSEDCL,1,20301910,26814.37411
MSEDCL,1,20301911,27001.62874
MSEDCL,1,20301912,26837.49781
MSEDCL,1,20301913,25872.50175
MSEDCL,1,20301914,25046.43901
MSEDCL,1,20301915,25243.48516
MSEDCL,1,20301916,25871.4994
MSEDCL,1,20301917,25945.55861
MSEDCL,1,20301918,26162.62932
MSEDCL,1,20301919,26134.97993
MSEDCL,1,20301920,25504.09837
MSEDCL,1,20301921,24852.19991
MSEDCL,1,20301922,24473.93385
MSEDCL,1,20301923,24417.72589
MSEDCL,1,20301924,24338.98831
MSEDCL,1,20301925,24837.5014
MSEDCL,1,20301926,25792.61018
MSEDCL,1,20301927,26586.18083
MSEDCL,1,20301928,26547.47654
MSEDCL,1,20301929,25848.33321
MSEDCL,1,20301930,25602.13014
MSEDCL,1,20301931,25866.40505
MSEDCL,1,20301932,26300.1512
MSEDCL,1,20301933,26549.73848
MSEDCL,1,20301934,26907.25106
MSEDCL,1,20301935,27147.06481
MSEDCL,1,20301936,26820.19302
MSEDCL,1,20301937,26032.1536
MSEDCL,1,20301938,25268.98992
MSEDCL,1,20301939,25307.35066
MSEDCL,1,20301940,26202.39664
MSEDCL,1,20301941,26630.08752
MSEDCL,1,20301942,26437.78479
MSEDCL,1,20301943,26356.28754
MSEDCL,1,20301944,25901.70237
MSEDCL,1,20301945,25287.18168
MSEDCL,1,20301946,24820.06621
MSEDCL,1,20301947,24445.65004
MSEDCL,1,20301948,24543.23335
MSEDCL,1,20301949,25583.81618
MSEDCL,1,20301950,26494.1071
MSEDCL,1,20301951,27144.70267
MSEDCL,1,20301952,27018.09924
MSEDCL,1,20301953,26561.97861
MSEDCL,1,20301954,26241.52418
MSEDCL,1,20301955,26782.50754
MSEDCL,1,20301956,27380.62116
MSEDCL,1,20301957,27152.12792
MSEDCL,1,20301958,27186.05311
MSEDCL,1,20301959,27314.08314
MSEDCL,1,20301960,27094.42231
MSEDCL,1,20301961,26461.82002
MSEDCL,1,20301962,25720.79162
MSEDCL,1,20301963,25758.21087
MSEDCL,1,20301964,26326.97601
MSEDCL,1,20301965,26376.66303
MSEDCL,1,20301966,25955.15816
MSEDCL,1,20301967,25700.42794
MSEDCL,1,20301968,25349.57351
MSEDCL,1,20301969,25092.79338
MSEDCL,1,20301970,24618.16084
MSEDCL,1,20301971,24401.45485
MSEDCL,1,20301972,24482.1241
MSEDCL,1,20301973,25282.19585
MSEDCL,1,20301974,26490.78783
MSEDCL,1,20301975,26998.02685
MSEDCL,1,20301976,26997.02829
MSEDCL,1,20301977,26329.19587
MSEDCL,1,20301978,26069.36495
MSEDCL,1,20301979,26486.71555
MSEDCL,1,20301980,26448.26363
MSEDCL,1,20301981,26291.23849
MSEDCL,1,20301982,26549.46687
MSEDCL,1,20301983,26748.10353
MSEDCL,1,20301984,26328.67614
MSEDCL,1,20301985,25424.3702
MSEDCL,1,20301986,24575.55669
MSEDCL,1,20301987,24463.69644
MSEDCL,1,20301988,24936.56636
MSEDCL,1,20301989,25012.47833
MSEDCL,1,20301990,24951.28068
MSEDCL,1,20301991,24785.57787
MSEDCL,1,20301992,24508.2066
MSEDCL,1,20301993,24202.81616
MSEDCL,1,20301994,23709.12084
MSEDCL,1,20301995,23631.18509
MSEDCL,1,20301996,23879.47363
MSEDCL,1,20301997,24737.32803
MSEDCL,1,20301998,25860.76512
MSEDCL,1,20301999,26343.29958
MSEDCL,1,20302000,26204.61866
MSEDCL,1,20302001,25497.61943
MSEDCL,1,20302002,25122.98134
MSEDCL,1,20302003,25399.85993
MSEDCL,1,20302004,25586.84876
MSEDCL,1,20302005,25746.79818
MSEDCL,1,20302006,25890.96943
MSEDCL,1,20302007,25805.00933
MSEDCL,1,20302008,25513.1765
MSEDCL,1,20302009,24578.09845
MSEDCL,1,20302010,23719.15785
MSEDCL,1,20302011,24137.44301
MSEDCL,1,20302012,24836.15005
MSEDCL,1,20302013,25292.7775
MSEDCL,1,20302014,25394.58094
MSEDCL,1,20302015,25391.80748
MSEDCL,1,20302016,25219.37156
MSEDCL,1,20302017,24654.9668
MSEDCL,1,20302018,24009.08846
MSEDCL,1,20302019,23828.59841
MSEDCL,1,20302020,23966.67784
MSEDCL,1,20302021,24602.07467
MSEDCL,1,20302022,25496.58299
MSEDCL,1,20302023,25701.9176
MSEDCL,1,20302024,25610.83749
MSEDCL,1,20302025,25713.1772
MSEDCL,1,20302026,25493.09194
MSEDCL,1,20302027,26004.91065
MSEDCL,1,20302028,26197.58979
MSEDCL,1,20302029,25820.19952
MSEDCL,1,20302030,25643.46445
MSEDCL,1,20302031,25629.289
MSEDCL,1,20302032,25354.01832
MSEDCL,1,20302033,24816.28196
MSEDCL,1,20302034,24287.5823
MSEDCL,1,20302035,24480.94416
MSEDCL,1,20302036,25061.0674
MSEDCL,1,20302037,25136.53721
MSEDCL,1,20302038,25228.82588
MSEDCL,1,20302039,25243.50821
MSEDCL,1,20302040,24913.27727
MSEDCL,1,20302041,24265.32477
MSEDCL,1,20302042,23624.05579
MSEDCL,1,20302043,23278.52638
MSEDCL,1,20302044,23335.52105
MSEDCL,1,20302045,23729.15559
MSEDCL,1,20302046,24267.66608
MSEDCL,1,20302047,24737.45296
MSEDCL,1,20302048,24870.42059
MSEDCL,1,20302049,24441.67103
MSEDCL,1,20302050,24268.77573
MSEDCL,1,20302051,24826.90451
MSEDCL,1,20302052,24836.33212
MSEDCL,1,20302053,24505.28772
MSEDCL,1,20302054,24520.37696
MSEDCL,1,20302055,24393.92888
MSEDCL,1,20302056,23826.51831
MSEDCL,1,20302057,23092.08574
MSEDCL,1,20302058,22903.47463
MSEDCL,1,20302059,23252.38074
MSEDCL,1,20302060,23642.01666
MSEDCL,1,20302061,23727.14706
MSEDCL,1,20302062,23789.39854
MSEDCL,1,20302063,23846.60478
MSEDCL,1,20302064,23611.91127
MSEDCL,1,20302065,23158.45111
MSEDCL,1,20302066,22874.87928
MSEDCL,1,20302067,22679.85603
MSEDCL,1,20302068,22841.16653
MSEDCL,1,20302069,23745.6169
MSEDCL,1,20302070,24752.24317
MSEDCL,1,20302071,25299.1862
MSEDCL,1,20302072,25529.41122
MSEDCL,1,20302073,25140.56986
MSEDCL,1,20302074,24532.99018
MSEDCL,1,20302075,24731.2659
MSEDCL,1,20302076,24857.959
MSEDCL,1,20302077,24514.59098
MSEDCL,1,20302078,24296.40161
MSEDCL,1,20302079,23950.09975
MSEDCL,1,20302080,23442.15742
MSEDCL,1,20302081,22842.23643
MSEDCL,1,20302082,22571.92545
MSEDCL,1,20302083,23137.75774
MSEDCL,1,20302084,23573.57125
MSEDCL,1,20302085,23215.15629
MSEDCL,1,20302086,23136.59537
MSEDCL,1,20302087,22806.36764
MSEDCL,1,20302088,22198.10001
MSEDCL,1,20302089,21898.37101
MSEDCL,1,20302090,21619.97488
MSEDCL,1,20302091,21396.27179
MSEDCL,1,20302092,21530.81288
MSEDCL,1,20302093,22270.9403
MSEDCL,1,20302094,23589.56135
MSEDCL,1,20302095,24287.45254
MSEDCL,1,20302096,24163.6512
MSEDCL,1,20302097,23811.79839
MSEDCL,1,20302098,23557.76217
MSEDCL,1,20302099,23524.47344
MSEDCL,1,20302100,23440.91929
MSEDCL,1,20302101,23278.72614
MSEDCL,1,20302102,23291.69513
MSEDCL,1,20302103,23199.22025
MSEDCL,1,20302104,23046.56422
MSEDCL,1,20302105,22703.61986
MSEDCL,1,20302106,22533.06936
MSEDCL,1,20302107,23403.08131
MSEDCL,1,20302108,24107.01462
MSEDCL,1,20302109,23704.96297
MSEDCL,1,20302110,23007.23773
MSEDCL,1,20302111,22455.95906
MSEDCL,1,20302112,22000.88779
MSEDCL,1,20302113,21560.10619
MSEDCL,1,20302114,21212.2854
MSEDCL,1,20302115,21067.84981
MSEDCL,1,20302116,21269.89296
MSEDCL,1,20302117,21965.49708
MSEDCL,1,20302118,23267.1958
MSEDCL,1,20302119,24137.33804
MSEDCL,1,20302120,24179.7433
MSEDCL,1,20302121,23753.80242
MSEDCL,1,20302122,23338.26752
MSEDCL,1,20302123,23281.46447
MSEDCL,1,20302124,22882.0478
MSEDCL,1,20302125,22625.91826
MSEDCL,1,20302126,22716.13452
MSEDCL,1,20302127,22772.81282
MSEDCL,1,20302128,22468.38789
MSEDCL,1,20302129,22249.31074
MSEDCL,1,20302130,22365.47654
MSEDCL,1,20302131,23015.16566
MSEDCL,1,20302132,23707.99863
MSEDCL,1,20302133,23428.92606
MSEDCL,1,20302134,22515.16551
MSEDCL,1,20302135,22007.18338
MSEDCL,1,20302136,21974.72248
MSEDCL,1,20302137,21644.09063
MSEDCL,1,20302138,21238.17228
MSEDCL,1,20302139,21337.03625
MSEDCL,1,20302140,21639.86194
MSEDCL,1,20302141,22456.75839
MSEDCL,1,20302142,23736.40755
MSEDCL,1,20302143,24656.45583
MSEDCL,1,20302144,24388.18294
MSEDCL,1,20302145,23965.80537
MSEDCL,1,20302146,23721.05769
MSEDCL,1,20302147,23760.10528
MSEDCL,1,20302148,23612.85078
MSEDCL,1,20302149,23263.15913
MSEDCL,1,20302150,23256.94279
MSEDCL,1,20302151,23213.8793
MSEDCL,1,20302152,22917.03544
MSEDCL,1,20302153,22475.41361
MSEDCL,1,20302154,22392.29664
MSEDCL,1,20302155,22976.23189
MSEDCL,1,20302156,23693.55743
MSEDCL,1,20302157,23537.25907
MSEDCL,1,20302158,23039.70374
MSEDCL,1,20302159,22872.13013
MSEDCL,1,20302160,22475.09044
MSEDCL,1,20302161,21964.32215
MSEDCL,1,20302162,21381.14602
MSEDCL,1,20302163,20976.11561
MSEDCL,1,20302164,21344.77373
MSEDCL,1,20302165,22221.28633
MSEDCL,1,20302166,23410.37808
MSEDCL,1,20302167,24255.08189
MSEDCL,1,20302168,24340.75867
MSEDCL,1,20302169,23707.03993
MSEDCL,1,20302170,22961.48537
MSEDCL,1,20302171,22750.78356
MSEDCL,1,20302172,22723.64961
MSEDCL,1,20302173,22561.63882
MSEDCL,1,20302174,22646.88052
MSEDCL,1,20302175,22798.73967
MSEDCL,1,20302176,22764.33821
MSEDCL,1,20302177,22414.98568
MSEDCL,1,20302178,22132.48945
MSEDCL,1,20302179,22480.48248
MSEDCL,1,20302180,23080.23722
MSEDCL,1,20302181,23229.74413
MSEDCL,1,20302182,23146.70343
MSEDCL,1,20302183,22984.20695
MSEDCL,1,20302184,22511.88732
MSEDCL,1,20302185,21859.04692
MSEDCL,1,20302186,21351.32633
MSEDCL,1,20302187,21097.35004
MSEDCL,1,20302188,21301.36472
MSEDCL,1,20302189,22173.2466
MSEDCL,1,20302190,23636.06118
MSEDCL,1,20302191,24605.27099
MSEDCL,1,20302192,24610.19026
MSEDCL,1,20302193,24165.03636
MSEDCL,1,20302194,23415.1567
MSEDCL,1,20302195,23259.06101
MSEDCL,1,20302196,23343.56216
MSEDCL,1,20302197,22961.80535
MSEDCL,1,20302198,22837.79041
MSEDCL,1,20302199,22659.46797
MSEDCL,1,20302200,22411.14435
MSEDCL,1,20302201,22128.46296
MSEDCL,1,20302202,22174.5755
MSEDCL,1,20302203,22936.77849
MSEDCL,1,20302204,23412.98187
MSEDCL,1,20302205,23085.09964
MSEDCL,1,20302206,22534.56747
MSEDCL,1,20302207,22065.08682
MSEDCL,1,20302208,21529.23878
MSEDCL,1,20302209,21206.98716
MSEDCL,1,20302210,21172.59995
MSEDCL,1,20302211,21184.74936
MSEDCL,1,20302212,21347.36658
MSEDCL,1,20302213,22259.57445
MSEDCL,1,20302214,23243.54642
MSEDCL,1,20302215,23912.30716
MSEDCL,1,20302216,23946.9021
MSEDCL,1,20302217,23620.31216
MSEDCL,1,20302218,23307.29828
MSEDCL,1,20302219,23172.57262
MSEDCL,1,20302220,22763.71054
MSEDCL,1,20302221,22301.873
MSEDCL,1,20302222,22185.03135
MSEDCL,1,20302223,21981.68764
MSEDCL,1,20302224,21628.01826
MSEDCL,1,20302225,21389.12899
MSEDCL,1,20302226,21392.76027
MSEDCL,1,20302227,21859.11162
MSEDCL,1,20302228,22426.54855
MSEDCL,1,20302229,22502.86493
MSEDCL,1,20302230,22030.26862
MSEDCL,1,20302231,21852.50962
MSEDCL,1,20302232,21654.01552
MSEDCL,1,20302233,21500.45845
MSEDCL,1,20302234,21173.16054
MSEDCL,1,20302235,21146.71435
MSEDCL,1,20302236,21481.34161
MSEDCL,1,20302237,22344.64503
MSEDCL,1,20302238,23736.82051
MSEDCL,1,20302239,24784.32706
MSEDCL,1,20302240,25063.64326
MSEDCL,1,20302241,24869.99372
MSEDCL,1,20302242,24467.92921
MSEDCL,1,20302243,24334.86942
MSEDCL,1,20302244,24245.17435
MSEDCL,1,20302245,23639.97369
MSEDCL,1,20302246,23448.89279
MSEDCL,1,20302247,23577.28142
MSEDCL,1,20302248,23273.03705
MSEDCL,1,20302249,22649.885
MSEDCL,1,20302250,22495.48624
MSEDCL,1,20302251,23161.44552
MSEDCL,1,20302252,23857.70646
MSEDCL,1,20302253,23599.21141
MSEDCL,1,20302254,23196.93172
MSEDCL,1,20302255,22853.1981
MSEDCL,1,20302256,22731.70346
MSEDCL,1,20302257,22736.2836
MSEDCL,1,20302258,22349.46503
MSEDCL,1,20302259,22269.14613
MSEDCL,1,20302260,22553.63373
MSEDCL,1,20302261,23467.91477
MSEDCL,1,20302262,24816.42824
MSEDCL,1,20302263,25764.17735
MSEDCL,1,20302264,26193.27318
MSEDCL,1,20302265,25879.56157
MSEDCL,1,20302266,25008.20803
MSEDCL,1,20302267,24765.63023
MSEDCL,1,20302268,24666.15122
MSEDCL,1,20302269,24244.64234
MSEDCL,1,20302270,23942.55301
MSEDCL,1,20302271,23946.53423
MSEDCL,1,20302272,23725.97858
MSEDCL,1,20302273,23118.80639
MSEDCL,1,20302274,22948.12735
MSEDCL,1,20302275,23562.93403
MSEDCL,1,20302276,24300.62023
MSEDCL,1,20302277,24255.11425
MSEDCL,1,20302278,23738.42213
MSEDCL,1,20302279,23622.5521
MSEDCL,1,20302280,23494.11575
MSEDCL,1,20302281,23194.28254
MSEDCL,1,20302282,22886.61375
MSEDCL,1,20302283,22730.27343
MSEDCL,1,20302284,22877.83109
MSEDCL,1,20302285,23887.64816
MSEDCL,1,20302286,25529.48681
MSEDCL,1,20302287,26707.00853
MSEDCL,1,20302288,26758.94853
MSEDCL,1,20302289,26029.33741
MSEDCL,1,20302290,25263.70692
MSEDCL,1,20302291,25048.89972
MSEDCL,1,20302292,25012.15085
MSEDCL,1,20302293,24992.02865
MSEDCL,1,20302294,25032.66814
MSEDCL,1,20302295,24917.02894
MSEDCL,1,20302296,24612.57073
MSEDCL,1,20302297,24114.97955
MSEDCL,1,20302298,24106.7082
MSEDCL,1,20302299,24666.37786
MSEDCL,1,20302300,24975.63001
MSEDCL,1,20302301,24670.83791
MSEDCL,1,20302302,24067.17689
MSEDCL,1,20302303,23623.19397
MSEDCL,1,20302304,23633.99615
MSEDCL,1,20302305,23408.3827
MSEDCL,1,20302306,22777.8779
MSEDCL,1,20302307,22717.66491
MSEDCL,1,20302308,23149.38083
MSEDCL,1,20302309,24153.41804
MSEDCL,1,20302310,25654.36224
MSEDCL,1,20302311,26636.69953
MSEDCL,1,20302312,26941.00588
MSEDCL,1,20302313,26247.9479
MSEDCL,1,20302314,25783.90998
MSEDCL,1,20302315,26046.72083
MSEDCL,1,20302316,26147.68893
MSEDCL,1,20302317,26026.70877
MSEDCL,1,20302318,26131.0377
MSEDCL,1,20302319,26190.87659
MSEDCL,1,20302320,25730.32361
MSEDCL,1,20302321,24876.12789
MSEDCL,1,20302322,24269.34399
MSEDCL,1,20302323,24709.75958
MSEDCL,1,20302324,25630.39608
MSEDCL,1,20302325,25514.20293
MSEDCL,1,20302326,24790.38442
MSEDCL,1,20302327,24584.68201
MSEDCL,1,20302328,24352.03311
MSEDCL,1,20302329,24210.30599
MSEDCL,1,20302330,23971.30576
MSEDCL,1,20302331,23818.80998
MSEDCL,1,20302332,24096.85413
MSEDCL,1,20302333,25075.08144
MSEDCL,1,20302334,26331.61661
MSEDCL,1,20302335,27389.70516
MSEDCL,1,20302336,27807.13065
MSEDCL,1,20302337,27266.74284
MSEDCL,1,20302338,26493.75646
MSEDCL,1,20302339,26482.60335
MSEDCL,1,20302340,26559.12432
MSEDCL,1,20302341,26755.00054
MSEDCL,1,20302342,26756.97177
MSEDCL,1,20302343,26495.71268
MSEDCL,1,20302344,25949.57078
MSEDCL,1,20302345,25078.92213
MSEDCL,1,20302346,24423.16378
MSEDCL,1,20302347,24417.27656
MSEDCL,1,20302348,25009.3996
MSEDCL,1,20302349,24946.45167
MSEDCL,1,20302350,24509.04288
MSEDCL,1,20302351,24601.77232
MSEDCL,1,20302352,24939.2935
MSEDCL,1,20302353,24974.17118
MSEDCL,1,20302354,24502.61049
MSEDCL,1,20302355,24281.59226
MSEDCL,1,20302356,24578.51316
MSEDCL,1,20302357,25610.53515
MSEDCL,1,20302358,26901.49174
MSEDCL,1,20302359,27515.00263
MSEDCL,1,20302360,27631.79017
MSEDCL,1,20302361,27248.3881
MSEDCL,1,20302362,26778.02882
MSEDCL,1,20302363,27468.12765
MSEDCL,1,20302364,27901.60684
MSEDCL,1,20302365,28135.00753
MSEDCL,1,20302366,28246.18278
MSEDCL,1,20302367,28286.68286
MSEDCL,1,20302368,27868.19359
MSEDCL,1,20302369,27008.99906
MSEDCL,1,20302370,26016.6038
MSEDCL,1,20302371,25766.68676
MSEDCL,1,20302372,26080.0038
MSEDCL,1,20302373,26144.95922
MSEDCL,1,20302374,25799.02883
MSEDCL,1,20302375,25940.51238
MSEDCL,1,20302376,26212.28818
MSEDCL,1,20302377,26062.55865
MSEDCL,1,20302378,25590.65384
MSEDCL,1,20302379,25554.75771
MSEDCL,1,20302380,25797.67975
MSEDCL,1,20302381,26416.61195
MSEDCL,1,20302382,27452.55656
MSEDCL,1,20302383,28296.66896
MSEDCL,1,20302384,28714.50653
MSEDCL,1,20302385,28524.11522
MSEDCL,1,20302386,28271.86286
MSEDCL,1,20302387,28662.9785
MSEDCL,1,20302388,29401.64494
MSEDCL,1,20302389,29527.70309
MSEDCL,1,20302390,29223.95448
MSEDCL,1,20302391,28903.47288
MSEDCL,1,20302392,27961.91263
MSEDCL,1,20302393,26589.59524
MSEDCL,1,20302394,25498.7513
MSEDCL,1,20302395,25248.85283
MSEDCL,1,20302396,25551.34156
MSEDCL,1,20302397,25487.5048
MSEDCL,1,20302398,25351.38403
MSEDCL,1,20302399,25538.35541
MSEDCL,1,20302400,25584.6009
MSEDCL,1,20302401,25376.10785
MSEDCL,1,20302402,25157.31
MSEDCL,1,20302403,25212.68007
MSEDCL,1,20302404,25605.95529
MSEDCL,1,20302405,26556.26799
MSEDCL,1,20302406,27805.3181
MSEDCL,1,20302407,28935.31162
MSEDCL,1,20302408,29160.58107
MSEDCL,1,20302409,28680.40438
MSEDCL,1,20302410,28345.60844
MSEDCL,1,20302411,28886.92202
MSEDCL,1,20302412,29559.74916
MSEDCL,1,20302413,29629.20001
MSEDCL,1,20302414,29439.8367
MSEDCL,1,20302415,29050.2958
MSEDCL,1,20302416,28579.88008
MSEDCL,1,20302417,27595.55183
MSEDCL,1,20302418,26648.21679
MSEDCL,1,20302419,26361.68796
MSEDCL,1,20302420,26687.36527
MSEDCL,1,20302421,26473.57974
MSEDCL,1,20302422,26105.89365
MSEDCL,1,20302423,26091.15586
MSEDCL,1,20302424,26076.14135
MSEDCL,1,20302425,25906.67715
MSEDCL,1,20302426,25530.06095
MSEDCL,1,20302427,25554.5423
MSEDCL,1,20302428,25773.98242
MSEDCL,1,20302429,26356.08853
MSEDCL,1,20302430,27808.04921
MSEDCL,1,20302431,28856.72068
MSEDCL,1,20302432,28921.88115
MSEDCL,1,20302433,28593.57379
MSEDCL,1,20302434,27983.21111
MSEDCL,1,20302435,28189.31985
MSEDCL,1,20302436,28469.90269
MSEDCL,1,20302437,28478.23555
MSEDCL,1,20302438,28389.81445
MSEDCL,1,20302439,28109.69968
MSEDCL,1,20302440,27307.17547
MSEDCL,1,20302441,26359.92882
MSEDCL,1,20302442,25597.50576
MSEDCL,1,20302443,25408.7607
MSEDCL,1,20302444,25988.01246
MSEDCL,1,20302445,25857.32121
MSEDCL,1,20302446,25337.65959
MSEDCL,1,20302447,25317.22969
MSEDCL,1,20302448,25501.54776
MSEDCL,1,20302449,25429.73768
MSEDCL,1,20302450,25058.38139
MSEDCL,1,20302451,24845.54507
MSEDCL,1,20302452,25121.33863
MSEDCL,1,20302453,26128.73485
MSEDCL,1,20302454,27517.09204
MSEDCL,1,20302455,28575.47485
MSEDCL,1,20302456,28754.00514
MSEDCL,1,20302457,28095.49478
MSEDCL,1,20302458,27312.18115
MSEDCL,1,20302459,27668.4051
MSEDCL,1,20302460,27928.53162
MSEDCL,1,20302461,27461.70243
MSEDCL,1,20302462,27262.13517
MSEDCL,1,20302463,27222.82212
MSEDCL,1,20302464,26863.36631
MSEDCL,1,20302465,26053.05103
MSEDCL,1,20302466,25495.10962
MSEDCL,1,20302467,25689.4161
MSEDCL,1,20302468,25806.73065
MSEDCL,1,20302469,25477.25023
MSEDCL,1,20302470,24857.77664
MSEDCL,1,20302471,24680.33697
MSEDCL,1,20302472,24476.68771
MSEDCL,1,20302473,24124.48008
MSEDCL,1,20302474,23681.16015
MSEDCL,1,20302475,23707.4967
MSEDCL,1,20302476,24162.81946
MSEDCL,1,20302477,24766.67279
MSEDCL,1,20302478,25802.93423
MSEDCL,1,20302479,26762.57725
MSEDCL,1,20302480,26764.81434
MSEDCL,1,20302481,26427.29107
