stage_id,timepoint,cap_factor
1,2030306,0.25352335
1,2030307,0.226980313
1,2030308,0.256098931
1,2030309,0.25492826
1,2030310,0.250150702
1,2030311,0.256199956
1,2030312,0.256679656
1,2030313,0.259261822
1,2030314,0.2503624
1,2030315,0.258802978
1,2030316,0.263759857
1,2030317,0.255870793
1,2030318,0.255666662
1,2030319,0.254777343
1,2030320,0.254938951
1,2030321,0.245220378
1,2030322,0.262404659
1,2030323,0.264503204
1,2030324,0.264442617
1,2030325,0.265816446
1,2030326,0.265992168
1,2030327,0.253843722
1,2030328,0.263283349
1,2030329,0.261429949
1,2030330,0.260605797
1,2030331,0.255517046
1,2030332,0.251794095
