stage_id,timepoint,availability_derate
1,203000143,1.0
1,203000144,1.0
1,203000145,1.0
1,203000146,1.0
1,203000147,1.0
1,203000148,1.0
1,203000149,1.0
1,203000150,1.0
1,203000151,1.0
1,203000152,1.0
1,203000153,1.0
1,203000154,1.0
1,203000155,1.0
1,203000156,1.0
1,203000157,1.0
1,203000158,1.0
1,203000159,1.0
1,203000160,1.0
1,203000161,1.0
1,203000162,1.0
1,203000163,1.0
1,203000164,1.0
1,203000165,1.0
1,203000166,1.0
1,203000167,1.0
1,203000168,1.0
1,203000169,1.0
1,203000170,1.0
1,203000171,1.0
1,203000172,1.0
1,203000173,1.0
1,203000174,1.0
1,203000175,1.0
1,203000176,1.0
1,203000177,1.0
1,203000178,1.0
1,203000179,1.0
1,203000180,1.0
1,203000181,1.0
1,203000182,1.0
1,203000183,1.0
1,203000184,1.0
1,203000185,1.0
1,203000186,1.0
1,203000187,1.0
1,203000188,1.0
1,203000189,1.0
1,203000190,1.0
1,203000191,1.0
1,203000192,1.0
1,203000193,1.0
1,203000194,1.0
1,203000195,1.0
1,203000196,1.0
1,203000201,1.0
1,203000202,1.0
1,203000203,1.0
1,203000204,1.0
1,203000205,1.0
1,203000206,1.0
1,203000207,1.0
1,203000208,1.0
1,203000209,1.0
1,203000210,1.0
1,203000211,1.0
1,203000212,1.0
1,203000213,1.0
1,203000214,1.0
1,203000215,1.0
1,203000216,1.0
1,203000217,1.0
1,203000218,1.0
1,203000219,1.0
1,203000220,1.0
1,203000221,1.0
1,203000222,1.0
1,203000223,1.0
1,203000224,1.0
1,203000225,1.0
1,203000226,1.0
1,203000227,1.0
1,203000228,1.0
1,203000229,1.0
1,203000230,1.0
1,203000231,1.0
1,203000232,1.0
1,203000233,1.0
1,203000234,1.0
1,203000235,1.0
1,203000236,1.0
1,203000237,1.0
1,203000238,1.0
1,203000239,1.0
1,203000240,1.0
1,203000241,1.0
1,203000242,1.0
1,203000243,1.0
1,203000244,1.0
1,203000245,1.0
1,203000246,1.0
1,203000247,1.0
1,203000248,1.0
1,203000249,1.0
1,203000250,1.0
1,203000251,1.0
1,203000252,1.0
1,203000253,1.0
1,203000254,1.0
1,203000255,1.0
1,203000256,1.0
1,203000257,1.0
1,203000258,1.0
1,203000259,1.0
1,203000260,1.0
1,203000261,1.0
1,203000262,1.0
1,203000263,1.0
1,203000264,1.0
1,203000265,1.0
1,203000266,1.0
1,203000267,1.0
1,203000268,1.0
1,203000269,1.0
1,203000270,1.0
1,203000271,1.0
1,203000272,1.0
1,203000273,1.0
1,203000274,1.0
1,203000275,1.0
1,203000276,1.0
1,203000277,1.0
1,203000278,1.0
1,203000279,1.0
1,203000280,1.0
1,203000281,1.0
1,203000282,1.0
1,203000283,1.0
1,203000284,1.0
1,203000285,1.0
1,203000286,1.0
1,203000287,1.0
1,203000288,1.0
1,203000289,1.0
1,203000290,1.0
1,203000291,1.0
1,203000292,1.0
1,203000293,1.0
1,203000294,1.0
1,203000295,1.0
1,203000296,1.0
1,203000301,1.0
1,203000302,1.0
1,203000303,1.0
1,203000304,1.0
1,203000305,1.0
1,203000306,1.0
1,203000307,1.0
1,203000308,1.0
1,203000309,1.0
1,203000310,1.0
1,203000311,1.0
1,203000312,1.0
1,203000313,1.0
1,203000314,1.0
1,203000315,1.0
1,203000316,1.0
1,203000317,1.0
1,203000318,1.0
1,203000319,1.0
1,203000320,1.0
1,203000321,1.0
1,203000322,1.0
1,203000323,1.0
1,203000324,1.0
1,203000325,1.0
1,203000326,1.0
1,203000327,1.0
1,203000328,1.0
1,203000329,1.0
1,203000330,1.0
1,203000331,1.0
1,203000332,1.0
1,203000333,1.0
1,203000334,1.0
1,203000335,1.0
1,203000336,1.0
1,203000337,1.0
1,203000338,1.0
1,203000339,1.0
1,203000340,1.0
1,203000341,1.0
1,203000342,1.0
1,203000343,1.0
1,203000344,1.0
1,203000345,1.0
1,203000346,1.0
1,203000347,1.0
1,203000348,1.0
1,203000349,1.0
1,203000350,1.0
1,203000351,1.0
1,203000352,1.0
1,203000353,1.0
1,203000354,1.0
1,203000355,1.0
1,203000356,1.0
1,203000357,1.0
1,203000358,1.0
1,203000359,1.0
1,203000360,1.0
1,203000361,1.0
1,203000362,1.0
1,203000363,1.0
1,203000364,1.0
1,203000365,1.0
1,203000366,1.0
1,203000367,1.0
1,203000368,1.0
1,203000369,1.0
1,203000370,1.0
1,203000371,1.0
1,203000372,1.0
1,203000373,1.0
1,203000374,1.0
1,203000375,1.0
1,203000376,1.0
1,203000377,1.0
1,203000378,1.0
1,203000379,1.0
1,203000380,1.0
1,203000381,1.0
1,203000382,1.0
1,203000383,1.0
1,203000384,1.0
1,203000385,1.0
1,203000386,1.0
1,203000387,1.0
1,203000388,1.0
1,203000389,1.0
1,203000390,1.0
1,203000391,1.0
1,203000392,1.0
1,203000393,1.0
1,203000394,1.0
1,203000395,1.0
1,203000396,1.0
1,203000401,1.0
1,203000402,1.0
1,203000403,1.0
1,203000404,1.0
1,203000405,1.0
1,203000406,1.0
1,203000407,1.0
1,203000408,1.0
1,203000409,1.0
1,203000410,1.0
1,203000411,1.0
1,203000412,1.0
1,203000413,1.0
1,203000414,1.0
1,203000415,1.0
1,203000416,1.0
1,203000417,1.0
1,203000418,1.0
1,203000419,1.0
1,203000420,1.0
1,203000421,1.0
1,203000422,1.0
1,203000423,1.0
1,203000424,1.0
1,203000425,1.0
1,203000426,1.0
1,203000427,1.0
1,203000428,1.0
1,203000429,1.0
1,203000430,1.0
1,203000431,1.0
1,203000432,1.0
1,203000433,1.0
1,203000434,1.0
1,203000435,1.0
1,203000436,1.0
1,203000437,1.0
1,203000438,1.0
1,203000439,1.0
1,203000440,1.0
1,203000441,1.0
1,203000442,1.0
1,203000443,1.0
1,203000444,1.0
1,203000445,1.0
1,203000446,1.0
1,203000447,1.0
1,203000448,1.0
1,203000449,1.0
1,203000450,1.0
1,203000451,1.0
1,203000452,1.0
1,203000453,1.0
1,203000454,1.0
1,203000455,1.0
1,203000456,1.0
1,203000457,1.0
1,203000458,1.0
1,203000459,1.0
1,203000460,1.0
1,203000461,1.0
1,203000462,1.0
1,203000463,1.0
1,203000464,1.0
1,203000465,1.0
1,203000466,1.0
1,203000467,1.0
1,203000468,1.0
1,203000469,1.0
1,203000470,1.0
1,203000471,1.0
1,203000472,1.0
1,203000473,1.0
1,203000474,1.0
1,203000475,1.0
1,203000476,1.0
1,203000477,1.0
1,203000478,1.0
1,203000479,1.0
1,203000480,1.0
1,203000481,1.0
1,203000482,1.0
1,203000483,1.0
1,203000484,1.0
1,203000485,1.0
1,203000486,1.0
1,203000487,1.0
1,203000488,1.0
1,203000489,1.0
1,203000490,1.0
1,203000491,1.0
1,203000492,1.0
1,203000493,1.0
1,203000494,1.0
1,203000495,1.0
1,203000496,1.0
1,203000501,1.0
1,203000502,1.0
1,203000503,1.0
1,203000504,1.0
1,203000505,1.0
1,203000506,1.0
1,203000507,1.0
1,203000508,1.0
1,203000509,1.0
1,203000510,1.0
1,203000511,1.0
1,203000512,1.0
1,203000513,1.0
1,203000514,1.0
1,203000515,1.0
1,203000516,1.0
1,203000517,1.0
1,203000518,1.0
1,203000519,1.0
1,203000520,1.0
1,203000521,1.0
1,203000522,1.0
1,203000523,1.0
1,203000524,1.0
1,203000525,1.0
1,203000526,1.0
1,203000527,1.0
1,203000528,1.0
1,203000529,1.0
1,203000530,1.0
1,203000531,1.0
1,203000532,1.0
1,203000533,1.0
1,203000534,1.0
1,203000535,1.0
1,203000536,1.0
1,203000537,1.0
1,203000538,1.0
1,203000539,1.0
1,203000540,1.0
1,203000541,1.0
1,203000542,1.0
1,203000543,1.0
1,203000544,1.0
1,203000545,1.0
1,203000546,1.0
1,203000547,1.0
1,203000548,1.0
1,203000549,1.0
1,203000550,1.0
1,203000551,1.0
1,203000552,1.0
1,203000553,1.0
1,203000554,1.0
1,203000555,1.0
1,203000556,1.0
1,203000557,1.0
1,203000558,1.0
1,203000559,1.0
1,203000560,1.0
1,203000561,1.0
1,203000562,1.0
1,203000563,1.0
1,203000564,1.0
1,203000565,1.0
1,203000566,1.0
1,203000567,1.0
1,203000568,1.0
1,203000569,1.0
1,203000570,1.0
1,203000571,1.0
1,203000572,1.0
1,203000573,1.0
1,203000574,1.0
1,203000575,1.0
1,203000576,1.0
1,203000577,1.0
1,203000578,1.0
1,203000579,1.0
1,203000580,1.0
1,203000581,1.0
1,203000582,1.0
1,203000583,1.0
1,203000584,1.0
1,203000585,1.0
1,203000586,1.0
1,203000587,1.0
1,203000588,1.0
1,203000589,1.0
1,203000590,1.0
1,203000591,1.0
1,203000592,1.0
1,203000593,1.0
1,203000594,1.0
1,203000595,1.0
1,203000596,1.0
1,203000601,1.0
1,203000602,1.0
1,203000603,1.0
1,203000604,1.0
1,203000605,1.0
1,203000606,1.0
1,203000607,1.0
1,203000608,1.0
1,203000609,1.0
1,203000610,1.0
1,203000611,1.0
1,203000612,1.0
1,203000613,1.0
1,203000614,1.0
1,203000615,1.0
1,203000616,1.0
1,203000617,1.0
1,203000618,1.0
1,203000619,1.0
1,203000620,1.0
1,203000621,1.0
1,203000622,1.0
1,203000623,1.0
1,203000624,1.0
1,203000625,1.0
1,203000626,1.0
1,203000627,1.0
1,203000628,1.0
1,203000629,1.0
1,203000630,1.0
1,203000631,1.0
1,203000632,1.0
1,203000633,1.0
1,203000634,1.0
1,203000635,1.0
1,203000636,1.0
1,203000637,1.0
1,203000638,1.0
1,203000639,1.0
1,203000640,1.0
1,203000641,1.0
1,203000642,1.0
1,203000643,1.0
1,203000644,1.0
1,203000645,1.0
1,203000646,1.0
1,203000647,1.0
1,203000648,1.0
1,203000649,1.0
1,203000650,1.0
1,203000651,1.0
1,203000652,1.0
1,203000653,1.0
1,203000654,1.0
1,203000655,1.0
1,203000656,1.0
1,203000657,1.0
1,203000658,1.0
1,203000659,1.0
1,203000660,1.0
1,203000661,1.0
1,203000662,1.0
1,203000663,1.0
1,203000664,1.0
1,203000665,1.0
1,203000666,1.0
1,203000667,1.0
1,203000668,1.0
1,203000669,1.0
1,203000670,1.0
1,203000671,1.0
1,203000672,1.0
1,203000673,1.0
1,203000674,1.0
1,203000675,1.0
1,203000676,1.0
1,203000677,1.0
1,203000678,1.0
1,203000679,1.0
1,203000680,1.0
1,203000681,1.0
1,203000682,1.0
1,203000683,1.0
1,203000684,1.0
1,203000685,1.0
1,203000686,1.0
1,203000687,1.0
1,203000688,1.0
1,203000689,1.0
1,203000690,1.0
1,203000691,1.0
1,203000692,1.0
1,203000693,1.0
1,203000694,1.0
1,203000695,1.0
1,203000696,1.0
1,203000701,1.0
1,203000702,1.0
1,203000703,1.0
1,203000704,1.0
1,203000705,1.0
1,203000706,1.0
1,203000707,1.0
1,203000708,1.0
1,203000709,1.0
1,203000710,1.0
1,203000711,1.0
1,203000712,1.0
1,203000713,1.0
1,203000714,1.0
1,203000715,1.0
1,203000716,1.0
1,203000717,1.0
1,203000718,1.0
1,203000719,1.0
1,203000720,1.0
1,203000721,1.0
1,203000722,1.0
1,203000723,1.0
1,203000724,1.0
1,203000725,1.0
1,203000726,1.0
1,203000727,1.0
1,203000728,1.0
1,203000729,1.0
1,203000730,1.0
1,203000731,1.0
1,203000732,1.0
1,203000733,1.0
1,203000734,1.0
1,203000735,1.0
1,203000736,1.0
1,203000737,1.0
1,203000738,1.0
1,203000739,1.0
1,203000740,1.0
1,203000741,1.0
1,203000742,1.0
1,203000743,1.0
1,203000744,1.0
1,203000745,1.0
1,203000746,1.0
1,203000747,1.0
1,203000748,1.0
1,203000749,1.0
1,203000750,1.0
1,203000751,1.0
1,203000752,1.0
1,203000753,1.0
1,203000754,1.0
1,203000755,1.0
1,203000756,1.0
1,203000757,1.0
1,203000758,1.0
1,203000759,1.0
1,203000760,1.0
1,203000761,1.0
1,203000762,1.0
1,203000763,1.0
1,203000764,1.0
1,203000765,1.0
1,203000766,1.0
1,203000767,1.0
1,203000768,1.0
1,203000769,1.0
1,203000770,1.0
1,203000771,1.0
1,203000772,1.0
1,203000773,1.0
1,203000774,1.0
1,203000775,1.0
1,203000776,1.0
1,203000777,1.0
1,203000778,1.0
1,203000779,1.0
1,203000780,1.0
1,203000781,1.0
1,203000782,1.0
1,203000783,1.0
1,203000784,1.0
1,203000785,1.0
1,203000786,1.0
1,203000787,1.0
1,203000788,1.0
1,203000789,1.0
1,203000790,1.0
1,203000791,1.0
1,203000792,1.0
1,203000793,1.0
1,203000794,1.0
1,203000795,1.0
1,203000796,1.0
1,203000801,1.0
1,203000802,1.0
1,203000803,1.0
1,203000804,1.0
1,203000805,1.0
1,203000806,1.0
1,203000807,1.0
1,203000808,1.0
1,203000809,1.0
1,203000810,1.0
1,203000811,1.0
1,203000812,1.0
1,203000813,1.0
1,203000814,1.0
1,203000815,1.0
1,203000816,1.0
1,203000817,1.0
1,203000818,1.0
1,203000819,1.0
1,203000820,1.0
1,203000821,1.0
1,203000822,1.0
1,203000823,1.0
1,203000824,1.0
1,203000825,1.0
1,203000826,1.0
1,203000827,1.0
1,203000828,1.0
1,203000829,1.0
1,203000830,1.0
1,203000831,1.0
1,203000832,1.0
1,203000833,1.0
1,203000834,1.0
1,203000835,1.0
1,203000836,1.0
1,203000837,1.0
1,203000838,1.0
1,203000839,1.0
1,203000840,1.0
1,203000841,1.0
1,203000842,1.0
1,203000843,1.0
1,203000844,1.0
1,203000845,1.0
1,203000846,1.0
1,203000847,1.0
1,203000848,1.0
1,203000849,1.0
1,203000850,1.0
1,203000851,1.0
1,203000852,1.0
1,203000853,1.0
1,203000854,1.0
1,203000855,1.0
1,203000856,1.0
1,203000857,1.0
1,203000858,1.0
1,203000859,1.0
1,203000860,1.0
1,203000861,1.0
1,203000862,1.0
1,203000863,1.0
1,203000864,1.0
1,203000865,1.0
1,203000866,1.0
1,203000867,1.0
1,203000868,1.0
1,203000869,1.0
1,203000870,1.0
1,203000871,1.0
1,203000872,1.0
1,203000873,1.0
1,203000874,1.0
1,203000875,1.0
1,203000876,1.0
1,203000877,1.0
1,203000878,1.0
1,203000879,1.0
1,203000880,1.0
1,203000881,1.0
1,203000882,1.0
1,203000883,1.0
1,203000884,1.0
1,203000885,1.0
1,203000886,1.0
1,203000887,1.0
1,203000888,1.0
1,203000889,1.0
1,203000890,1.0
1,203000891,1.0
1,203000892,1.0
1,203000893,1.0
1,203000894,1.0
1,203000895,1.0
1,203000896,1.0
1,203000901,1.0
1,203000902,1.0
1,203000903,1.0
1,203000904,1.0
1,203000905,1.0
1,203000906,1.0
1,203000907,1.0
1,203000908,1.0
1,203000909,1.0
1,203000910,1.0
1,203000911,1.0
1,203000912,1.0
1,203000913,1.0
1,203000914,1.0
1,203000915,1.0
1,203000916,1.0
1,203000917,1.0
1,203000918,1.0
1,203000919,1.0
1,203000920,1.0
1,203000921,1.0
1,203000922,1.0
1,203000923,1.0
1,203000924,1.0
1,203000925,1.0
1,203000926,1.0
1,203000927,1.0
1,203000928,1.0
1,203000929,1.0
1,203000930,1.0
1,203000931,1.0
1,203000932,1.0
1,203000933,1.0
1,203000934,1.0
1,203000935,1.0
1,203000936,1.0
1,203000937,1.0
1,203000938,1.0
1,203000939,1.0
1,203000940,1.0
1,203000941,1.0
1,203000942,1.0
1,203000943,1.0
1,203000944,1.0
1,203000945,1.0
1,203000946,1.0
1,203000947,1.0
1,203000948,1.0
1,203000949,1.0
1,203000950,1.0
1,203000951,1.0
1,203000952,1.0
1,203000953,1.0
1,203000954,1.0
1,203000955,1.0
1,203000956,1.0
1,203000957,1.0
1,203000958,1.0
1,203000959,1.0
1,203000960,1.0
1,203000961,1.0
1,203000962,1.0
1,203000963,1.0
1,203000964,1.0
1,203000965,1.0
1,203000966,1.0
1,203000967,1.0
1,203000968,1.0
1,203000969,1.0
1,203000970,1.0
1,203000971,1.0
1,203000972,1.0
1,203000973,1.0
1,203000974,1.0
1,203000975,1.0
1,203000976,1.0
1,203000977,1.0
1,203000978,1.0
1,203000979,1.0
1,203000980,1.0
1,203000981,1.0
1,203000982,1.0
1,203000983,1.0
1,203000984,1.0
1,203000985,1.0
1,203000986,1.0
1,203000987,1.0
1,203000988,1.0
1,203000989,1.0
1,203000990,1.0
1,203000991,1.0
1,203000992,1.0
1,203000993,1.0
1,203000994,1.0
1,203000995,1.0
1,203000996,1.0
1,203001001,1.0
1,203001002,1.0
1,203001003,1.0
1,203001004,1.0
1,203001005,1.0
1,203001006,1.0
1,203001007,1.0
1,203001008,1.0
1,203001009,1.0
1,203001010,1.0
1,203001011,1.0
1,203001012,1.0
1,203001013,1.0
1,203001014,1.0
1,203001015,1.0
1,203001016,1.0
1,203001017,1.0
1,203001018,1.0
1,203001019,1.0
1,203001020,1.0
1,203001021,1.0
1,203001022,1.0
1,203001023,1.0
1,203001024,1.0
1,203001025,1.0
1,203001026,1.0
1,203001027,1.0
1,203001028,1.0
1,203001029,1.0
1,203001030,1.0
1,203001031,1.0
1,203001032,1.0
1,203001033,1.0
1,203001034,1.0
1,203001035,1.0
1,203001036,1.0
1,203001037,1.0
1,203001038,1.0
1,203001039,1.0
1,203001040,1.0
1,203001041,1.0
1,203001042,1.0
1,203001043,1.0
1,203001044,1.0
1,203001045,1.0
1,203001046,1.0
1,203001047,1.0
1,203001048,1.0
1,203001049,1.0
1,203001050,1.0
1,203001051,1.0
1,203001052,1.0
1,203001053,1.0
1,203001054,1.0
1,203001055,1.0
1,203001056,1.0
1,203001057,1.0
1,203001058,1.0
1,203001059,1.0
1,203001060,1.0
1,203001061,1.0
1,203001062,1.0
1,203001063,1.0
1,203001064,1.0
1,203001065,1.0
1,203001066,1.0
1,203001067,1.0
1,203001068,1.0
1,203001069,1.0
1,203001070,1.0
1,203001071,1.0
1,203001072,1.0
1,203001073,1.0
1,203001074,1.0
1,203001075,1.0
1,203001076,1.0
1,203001077,1.0
1,203001078,1.0
1,203001079,1.0
1,203001080,1.0
1,203001081,1.0
1,203001082,1.0
1,203001083,1.0
1,203001084,1.0
1,203001085,1.0
1,203001086,1.0
1,203001087,1.0
1,203001088,1.0
1,203001089,1.0
1,203001090,1.0
1,203001091,1.0
1,203001092,1.0
1,203001093,1.0
1,203001094,1.0
1,203001095,1.0
1,203001096,1.0
1,203001101,1.0
1,203001102,1.0
1,203001103,1.0
1,203001104,1.0
1,203001105,1.0
1,203001106,1.0
1,203001107,1.0
1,203001108,1.0
1,203001109,1.0
1,203001110,1.0
1,203001111,1.0
1,203001112,1.0
1,203001113,1.0
1,203001114,1.0
1,203001115,1.0
1,203001116,1.0
1,203001117,1.0
1,203001118,1.0
1,203001119,1.0
1,203001120,1.0
1,203001121,1.0
1,203001122,1.0
1,203001123,1.0
1,203001124,1.0
1,203001125,1.0
1,203001126,1.0
1,203001127,1.0
1,203001128,1.0
1,203001129,1.0
1,203001130,1.0
1,203001131,1.0
1,203001132,1.0
1,203001133,1.0
1,203001134,1.0
1,203001135,1.0
1,203001136,1.0
1,203001137,1.0
1,203001138,1.0
1,203001139,1.0
1,203001140,1.0
1,203001141,1.0
1,203001142,1.0
1,203001143,1.0
1,203001144,1.0
1,203001145,1.0
1,203001146,1.0
1,203001147,1.0
1,203001148,1.0
1,203001149,1.0
1,203001150,1.0
1,203001151,1.0
1,203001152,1.0
1,203001153,1.0
1,203001154,1.0
1,203001155,1.0
1,203001156,1.0
1,203001157,1.0
1,203001158,1.0
1,203001159,1.0
1,203001160,1.0
1,203001161,1.0
1,203001162,1.0
1,203001163,1.0
1,203001164,1.0
1,203001165,1.0
1,203001166,1.0
1,203001167,1.0
1,203001168,1.0
1,203001169,1.0
1,203001170,1.0
