stage_id,timepoint,availability_derate
1,2030278,0.208333333
1,2030279,0.208333333
1,2030280,0.208333333
1,2030281,0.208333333
1,2030282,0.208333333
1,2030283,0.208333333
1,2030284,0.208333333
1,2030285,0.208333333
1,2030286,0.208333333
1,2030287,0.208333333
1,2030288,0.208333333
1,2030289,0.208333333
1,2030290,0.208333333
1,2030291,0.208333333
1,2030292,0.208333333
1,2030293,0.208333333
1,2030294,0.208333333
1,2030295,0.208333333
1,2030296,0.208333333
1,2030297,0.208333333
1,2030298,0.208333333
1,2030299,0.208333333
1,2030300,0.208333333
1,2030301,0.208333333
1,2030302,0.208333333
1,2030303,0.208333333
1,2030304,0.208333333
1,2030305,0.208333333
1,2030306,0.208333333
1,2030307,0.208333333
1,2030308,0.208333333
1,2030309,0.208333333
1,2030310,0.208333333
1,2030311,0.208333333
1,2030312,0.208333333
1,2030313,0.208333333
1,2030314,0.208333333
1,2030315,0.208333333
1,2030316,0.208333333
1,2030317,0.208333333
1,2030318,0.208333333
1,2030319,0.208333333
1,2030320,0.208333333
1,2030321,0.208333333
1,2030322,0.208333333
1,2030323,0.208333333
1,2030324,0.208333333
1,2030325,0.208333333
1,2030326,0.208333333
1,2030327,0.208333333
1,2030328,0.208333333
1,2030329,0.208333333
1,2030330,0.208333333
1,2030331,0.208333333
1,2030332,0.208333333
1,2030333,0.208333333
1,2030334,0.208333333
1,2030335,0.208333333
1,2030336,0.208333333
1,2030337,0.208333333
1,2030338,0.208333333
1,2030339,0.208333333
1,2030340,0.208333333
1,2030341,0.208333333
1,2030342,0.208333333
1,2030343,0.208333333
1,2030344,0.208333333
1,2030345,0.208333333
1,2030346,0.208333333
1,2030347,0.208333333
1,2030348,0.208333333
1,2030349,0.208333333
1,2030350,0.208333333
1,2030351,0.208333333
1,2030352,0.208333333
1,2030353,0.208333333
1,2030354,0.208333333
1,2030355,0.208333333
1,2030356,0.208333333
1,2030357,0.208333333
1,2030358,0.208333333
1,2030359,0.208333333
1,2030360,0.208333333
1,2030361,0.208333333
1,2030362,0.208333333
1,2030363,0.208333333
1,2030364,0.208333333
1,2030365,0.208333333
1,20300001,0
1,20300002,0
1,20300003,0
1,20300004,0
1,20300005,0
1,20300006,0
1,20300007,0
1,20300008,0
1,20300009,0
1,20300010,0
1,20300011,0
1,20300012,0
1,20300013,0
1,20300014,0
1,20300015,0
1,20300016,0
1,20300017,0
1,20300018,0
1,20300019,1
1,20300020,1
1,20300021,1
1,20300022,1
1,20300023,1
1,20300024,0
1,20300025,0
1,20300026,0
1,20300027,0
1,20300028,0
1,20300029,0
1,20300030,0
1,20300031,0
1,20300032,0
1,20300033,0
1,20300034,0
1,20300035,0
1,20300036,0
1,20300037,0
1,20300038,0
1,20300039,0
1,20300040,0
1,20300041,0
1,20300042,0
1,20300043,1
1,20300044,1
1,20300045,1
1,20300046,1
1,20300047,1
1,20300048,0
1,20300049,0
1,20300050,0
1,20300051,0
1,20300052,0
1,20300053,0
1,20300054,0
1,20300055,0
1,20300056,0
1,20300057,0
1,20300058,0
1,20300059,0
1,20300060,0
1,20300061,0
1,20300062,0
1,20300063,0
1,20300064,0
1,20300065,0
1,20300066,0
1,20300067,1
1,20300068,1
1,20300069,1
1,20300070,1
1,20300071,1
1,20300072,0
1,20300073,0
1,20300074,0
1,20300075,0
1,20300076,0
1,20300077,0
1,20300078,0
1,20300079,0
1,20300080,0
1,20300081,0
1,20300082,0
1,20300083,0
1,20300084,0
1,20300085,0
1,20300086,0
1,20300087,0
1,20300088,0
1,20300089,0
1,20300090,0
1,20300091,1
1,20300092,1
1,20300093,1
1,20300094,1
1,20300095,1
1,20300096,0
1,20300097,0
1,20300098,0
1,20300099,0
1,20300100,0
1,20300101,0
1,20300102,0
1,20300103,0
1,20300104,0
1,20300105,0
1,20300106,0
1,20300107,0
1,20300108,0
1,20300109,0
1,20300110,0
1,20300111,0
1,20300112,0
1,20300113,0
1,20300114,0
1,20300115,1
1,20300116,1
1,20300117,1
1,20300118,1
1,20300119,1
1,20300120,0
1,20300121,0
1,20300122,0
1,20300123,0
1,20300124,0
1,20300125,0
1,20300126,0
1,20300127,0
1,20300128,0
1,20300129,0
1,20300130,0
1,20300131,0
1,20300132,0
1,20300133,0
1,20300134,0
1,20300135,0
1,20300136,0
1,20300137,0
1,20300138,0
1,20300139,1
1,20300140,1
1,20300141,1
1,20300142,1
1,20300143,1
1,20300144,0
1,20300145,0
1,20300146,0
1,20300147,0
1,20300148,0
1,20300149,0
1,20300150,0
1,20300151,0
1,20300152,0
1,20300153,0
1,20300154,0
1,20300155,0
1,20300156,0
1,20300157,0
1,20300158,0
1,20300159,0
1,20300160,0
1,20300161,0
1,20300162,0
1,20300163,1
1,20300164,1
1,20300165,1
1,20300166,1
1,20300167,1
1,20300168,0
1,20300169,0
1,20300170,0
1,20300171,0
1,20300172,0
1,20300173,0
1,20300174,0
1,20300175,0
1,20300176,0
1,20300177,0
1,20300178,0
1,20300179,0
1,20300180,0
1,20300181,0
1,20300182,0
1,20300183,0
1,20300184,0
1,20300185,0
1,20300186,0
1,20300187,1
1,20300188,1
1,20300189,1
1,20300190,1
1,20300191,1
1,20300192,0
1,20300193,0
1,20300194,0
1,20300195,0
1,20300196,0
1,20300197,0
1,20300198,0
1,20300199,0
1,20300200,0
1,20300201,0
1,20300202,0
1,20300203,0
1,20300204,0
1,20300205,0
1,20300206,0
1,20300207,0
1,20300208,0
1,20300209,0
1,20300210,0
1,20300211,1
1,20300212,1
1,20300213,1
1,20300214,1
1,20300215,1
1,20300216,0
1,20300217,0
1,20300218,0
1,20300219,0
1,20300220,0
1,20300221,0
1,20300222,0
1,20300223,0
1,20300224,0
1,20300225,0
1,20300226,0
1,20300227,0
1,20300228,0
1,20300229,0
1,20300230,0
1,20300231,0
1,20300232,0
1,20300233,0
1,20300234,0
1,20300235,1
1,20300236,1
1,20300237,1
1,20300238,1
1,20300239,1
1,20300240,0
1,20300241,0
1,20300242,0
1,20300243,0
1,20300244,0
1,20300245,0
1,20300246,0
1,20300247,0
1,20300248,0
1,20300249,0
1,20300250,0
1,20300251,0
1,20300252,0
1,20300253,0
1,20300254,0
1,20300255,0
1,20300256,0
1,20300257,0
1,20300258,0
1,20300259,1
1,20300260,1
1,20300261,1
1,20300262,1
1,20300263,1
1,20300264,0
1,20300265,0
1,20300266,0
1,20300267,0
1,20300268,0
1,20300269,0
1,20300270,0
1,20300271,0
1,20300272,0
1,20300273,0
1,20300274,0
1,20300275,0
1,20300276,0
1,20300277,0
1,20300278,0
1,20300279,0
1,20300280,0
1,20300281,0
1,20300282,0
1,20300283,1
1,20300284,1
1,20300285,1
1,20300286,1
1,20300287,1
1,20300288,0
1,20300289,0
1,20300290,0
1,20300291,0
1,20300292,0
1,20300293,0
1,20300294,0
1,20300295,0
1,20300296,0
1,20300297,0
1,20300298,0
1,20300299,0
1,20300300,0
1,20300301,0
1,20300302,0
1,20300303,0
1,20300304,0
1,20300305,0
1,20300306,0
1,20300307,1
1,20300308,1
1,20300309,1
1,20300310,1
1,20300311,1
1,20300312,0
1,20300313,0
1,20300314,0
1,20300315,0
1,20300316,0
1,20300317,0
1,20300318,0
1,20300319,0
1,20300320,0
1,20300321,0
1,20300322,0
1,20300323,0
1,20300324,0
1,20300325,0
1,20300326,0
1,20300327,0
1,20300328,0
1,20300329,0
1,20300330,0
1,20300331,1
1,20300332,1
1,20300333,1
1,20300334,1
1,20300335,1
1,20300336,0
1,20300337,0
1,20300338,0
1,20300339,0
1,20300340,0
1,20300341,0
1,20300342,0
1,20300343,0
1,20300344,0
1,20300345,0
1,20300346,0
1,20300347,0
1,20300348,0
1,20300349,0
1,20300350,0
1,20300351,0
1,20300352,0
1,20300353,0
1,20300354,0
1,20300355,1
1,20300356,1
1,20300357,1
1,20300358,1
1,20300359,1
1,20300360,0
1,20300361,0
1,20300362,0
1,20300363,0
1,20300364,0
1,20300365,0
1,20300366,0
1,20300367,0
1,20300368,0
1,20300369,0
1,20300370,0
1,20300371,0
1,20300372,0
1,20300373,0
1,20300374,0
1,20300375,0
1,20300376,0
1,20300377,0
1,20300378,0
1,20300379,1
1,20300380,1
1,20300381,1
1,20300382,1
1,20300383,1
1,20300384,0
1,20300385,0
1,20300386,0
1,20300387,0
1,20300388,0
1,20300389,0
1,20300390,0
1,20300391,0
1,20300392,0
1,20300393,0
1,20300394,0
1,20300395,0
1,20300396,0
1,20300397,0
1,20300398,0
1,20300399,0
1,20300400,0
1,20300401,0
1,20300402,0
1,20300403,1
1,20300404,1
1,20300405,1
1,20300406,1
1,20300407,1
1,20300408,0
1,20300409,0
1,20300410,0
1,20300411,0
1,20300412,0
1,20300413,0
1,20300414,0
1,20300415,0
1,20300416,0
1,20300417,0
1,20300418,0
1,20300419,0
1,20300420,0
1,20300421,0
1,20300422,0
1,20300423,0
1,20300424,0
1,20300425,0
1,20300426,0
1,20300427,1
1,20300428,1
1,20300429,1
1,20300430,1
1,20300431,1
1,20300432,0
1,20300433,0
1,20300434,0
1,20300435,0
1,20300436,0
1,20300437,0
1,20300438,0
1,20300439,0
1,20300440,0
1,20300441,0
1,20300442,0
1,20300443,0
1,20300444,0
1,20300445,0
1,20300446,0
1,20300447,0
1,20300448,0
1,20300449,0
1,20300450,0
1,20300451,1
1,20300452,1
1,20300453,1
1,20300454,1
1,20300455,1
1,20300456,0
1,20300457,0
1,20300458,0
1,20300459,0
1,20300460,0
1,20300461,0
1,20300462,0
1,20300463,0
1,20300464,0
1,20300465,0
1,20300466,0
1,20300467,0
1,20300468,0
1,20300469,0
1,20300470,0
1,20300471,0
1,20300472,0
1,20300473,0
1,20300474,0
1,20300475,1
1,20300476,1
1,20300477,1
1,20300478,1
1,20300479,1
1,20300480,0
1,20300481,0
1,20300482,0
1,20300483,0
1,20300484,0
1,20300485,0
1,20300486,0
1,20300487,0
1,20300488,0
1,20300489,0
1,20300490,0
1,20300491,0
1,20300492,0
1,20300493,0
1,20300494,0
1,20300495,0
1,20300496,0
1,20300497,0
1,20300498,0
1,20300499,1
1,20300500,1
1,20300501,1
1,20300502,1
1,20300503,1
1,20300504,0
1,20300505,0
1,20300506,0
1,20300507,0
1,20300508,0
1,20300509,0
1,20300510,0
1,20300511,0
1,20300512,0
1,20300513,0
1,20300514,0
1,20300515,0
1,20300516,0
1,20300517,0
1,20300518,0
1,20300519,0
1,20300520,0
1,20300521,0
1,20300522,0
1,20300523,1
1,20300524,1
1,20300525,1
1,20300526,1
1,20300527,1
1,20300528,0
1,20300529,0
1,20300530,0
1,20300531,0
1,20300532,0
1,20300533,0
1,20300534,0
1,20300535,0
1,20300536,0
1,20300537,0
1,20300538,0
1,20300539,0
1,20300540,0
1,20300541,0
1,20300542,0
1,20300543,0
1,20300544,0
1,20300545,0
1,20300546,0
1,20300547,1
1,20300548,1
1,20300549,1
1,20300550,1
1,20300551,1
1,20300552,0
1,20300553,0
1,20300554,0
1,20300555,0
1,20300556,0
1,20300557,0
1,20300558,0
1,20300559,0
1,20300560,0
1,20300561,0
1,20300562,0
1,20300563,0
1,20300564,0
1,20300565,0
1,20300566,0
1,20300567,0
1,20300568,0
1,20300569,0
1,20300570,0
1,20300571,1
1,20300572,1
1,20300573,1
1,20300574,1
1,20300575,1
1,20300576,0
1,20300577,0
1,20300578,0
1,20300579,0
1,20300580,0
1,20300581,0
1,20300582,0
1,20300583,0
1,20300584,0
1,20300585,0
1,20300586,0
1,20300587,0
1,20300588,0
1,20300589,0
1,20300590,0
1,20300591,0
1,20300592,0
1,20300593,0
1,20300594,0
1,20300595,1
1,20300596,1
1,20300597,1
1,20300598,1
1,20300599,1
1,20300600,0
1,20300601,0
1,20300602,0
1,20300603,0
1,20300604,0
1,20300605,0
1,20300606,0
1,20300607,0
1,20300608,0
1,20300609,0
1,20300610,0
1,20300611,0
1,20300612,0
1,20300613,0
1,20300614,0
1,20300615,0
1,20300616,0
1,20300617,0
1,20300618,0
1,20300619,1
1,20300620,1
1,20300621,1
1,20300622,1
1,20300623,1
1,20300624,0
1,20300625,0
1,20300626,0
1,20300627,0
1,20300628,0
1,20300629,0
1,20300630,0
1,20300631,0
1,20300632,0
1,20300633,0
1,20300634,0
1,20300635,0
1,20300636,0
1,20300637,0
1,20300638,0
1,20300639,0
1,20300640,0
1,20300641,0
1,20300642,0
1,20300643,1
1,20300644,1
1,20300645,1
1,20300646,1
1,20300647,1
1,20300648,0
1,20300649,0
1,20300650,0
1,20300651,0
1,20300652,0
1,20300653,0
1,20300654,0
1,20300655,0
1,20300656,0
1,20300657,0
1,20300658,0
1,20300659,0
1,20300660,0
1,20300661,0
1,20300662,0
1,20300663,0
1,20300664,0
1,20300665,0
1,20300666,0
1,20300667,1
1,20300668,1
1,20300669,1
1,20300670,1
1,20300671,1
1,20300672,0
1,20300673,0
1,20300674,0
1,20300675,0
1,20300676,0
1,20300677,0
1,20300678,0
1,20300679,0
1,20300680,0
1,20300681,0
1,20300682,0
1,20300683,0
1,20300684,0
1,20300685,0
1,20300686,0
1,20300687,0
1,20300688,0
1,20300689,0
1,20300690,0
1,20300691,1
1,20300692,1
1,20300693,1
1,20300694,1
1,20300695,1
1,20300696,0
1,20300697,0
1,20300698,0
1,20300699,0
1,20300700,0
1,20300701,0
1,20300702,0
1,20300703,0
1,20300704,0
1,20300705,0
1,20300706,0
1,20300707,0
1,20300708,0
1,20300709,0
1,20300710,0
1,20300711,0
1,20300712,0
1,20300713,0
1,20300714,0
1,20300715,1
1,20300716,1
1,20300717,1
1,20300718,1
1,20300719,1
1,20300720,0
1,20300721,0
1,20300722,0
1,20300723,0
1,20300724,0
1,20300725,0
1,20300726,0
1,20300727,0
1,20300728,0
1,20300729,0
1,20300730,0
1,20300731,0
1,20300732,0
1,20300733,0
1,20300734,0
1,20300735,0
1,20300736,0
1,20300737,0
1,20300738,0
1,20300739,1
1,20300740,1
1,20300741,1
1,20300742,1
1,20300743,1
1,20300744,0
1,20300745,0
1,20300746,0
1,20300747,0
1,20300748,0
1,20300749,0
1,20300750,0
1,20300751,0
1,20300752,0
1,20300753,0
1,20300754,0
1,20300755,0
1,20300756,0
1,20300757,0
1,20300758,0
1,20300759,0
1,20300760,0
1,20300761,0
1,20300762,0
1,20300763,1
1,20300764,1
1,20300765,1
1,20300766,1
1,20300767,1
1,20300768,0
1,20300769,0
1,20300770,0
1,20300771,0
1,20300772,0
1,20300773,0
1,20300774,0
1,20300775,0
1,20300776,0
1,20300777,0
1,20300778,0
1,20300779,0
1,20300780,0
1,20300781,0
1,20300782,0
1,20300783,0
1,20300784,0
1,20300785,0
1,20300786,0
1,20300787,1
1,20300788,1
1,20300789,1
1,20300790,1
1,20300791,1
1,20300792,0
1,20300793,0
1,20300794,0
1,20300795,0
1,20300796,0
1,20300797,0
1,20300798,0
1,20300799,0
1,20300800,0
1,20300801,0
1,20300802,0
1,20300803,0
1,20300804,0
1,20300805,0
1,20300806,0
1,20300807,0
1,20300808,0
1,20300809,0
1,20300810,0
1,20300811,1
1,20300812,1
1,20300813,1
1,20300814,1
1,20300815,1
1,20300816,0
1,20300817,0
1,20300818,0
1,20300819,0
1,20300820,0
1,20300821,0
1,20300822,0
1,20300823,0
1,20300824,0
1,20300825,0
1,20300826,0
1,20300827,0
1,20300828,0
1,20300829,0
1,20300830,0
1,20300831,0
1,20300832,0
1,20300833,0
1,20300834,0
1,20300835,1
1,20300836,1
1,20300837,1
1,20300838,1
1,20300839,1
1,20300840,0
1,20300841,0
1,20300842,0
1,20300843,0
1,20300844,0
1,20300845,0
1,20300846,0
1,20300847,0
1,20300848,0
1,20300849,0
1,20300850,0
1,20300851,0
1,20300852,0
1,20300853,0
1,20300854,0
1,20300855,0
1,20300856,0
1,20300857,0
1,20300858,0
1,20300859,1
1,20300860,1
1,20300861,1
1,20300862,1
1,20300863,1
1,20300864,0
1,20300865,0
1,20300866,0
1,20300867,0
1,20300868,0
1,20300869,0
1,20300870,0
1,20300871,0
1,20300872,0
1,20300873,0
1,20300874,0
1,20300875,0
1,20300876,0
1,20300877,0
1,20300878,0
1,20300879,0
1,20300880,0
1,20300881,0
1,20300882,0
1,20300883,1
1,20300884,1
1,20300885,1
1,20300886,1
1,20300887,1
1,20300888,0
1,20300889,0
1,20300890,0
1,20300891,0
1,20300892,0
1,20300893,0
1,20300894,0
1,20300895,0
1,20300896,0
1,20300897,0
1,20300898,0
1,20300899,0
1,20300900,0
1,20300901,0
1,20300902,0
1,20300903,0
1,20300904,0
1,20300905,0
1,20300906,0
1,20300907,1
1,20300908,1
1,20300909,1
1,20300910,1
1,20300911,1
1,20300912,0
1,20300913,0
1,20300914,0
1,20300915,0
1,20300916,0
1,20300917,0
1,20300918,0
1,20300919,0
1,20300920,0
1,20300921,0
1,20300922,0
1,20300923,0
1,20300924,0
1,20300925,0
1,20300926,0
1,20300927,0
1,20300928,0
1,20300929,0
1,20300930,0
1,20300931,1
1,20300932,1
1,20300933,1
1,20300934,1
1,20300935,1
1,20300936,0
1,20300937,0
1,20300938,0
1,20300939,0
1,20300940,0
1,20300941,0
1,20300942,0
1,20300943,0
1,20300944,0
1,20300945,0
1,20300946,0
1,20300947,0
1,20300948,0
1,20300949,0
1,20300950,0
1,20300951,0
1,20300952,0
1,20300953,0
1,20300954,0
1,20300955,1
1,20300956,1
1,20300957,1
1,20300958,1
1,20300959,1
1,20300960,0
1,20300961,0
1,20300962,0
1,20300963,0
1,20300964,0
1,20300965,0
1,20300966,0
1,20300967,0
1,20300968,0
1,20300969,0
1,20300970,0
1,20300971,0
1,20300972,0
1,20300973,0
1,20300974,0
1,20300975,0
1,20300976,0
1,20300977,0
1,20300978,0
1,20300979,1
1,20300980,1
1,20300981,1
1,20300982,1
1,20300983,1
1,20300984,0
1,20300985,0
1,20300986,0
1,20300987,0
1,20300988,0
1,20300989,0
1,20300990,0
1,20300991,0
1,20300992,0
1,20300993,0
1,20300994,0
1,20300995,0
1,20300996,0
1,20300997,0
1,20300998,0
1,20300999,0
1,20301000,0
1,20301001,0
1,20301002,0
1,20301003,1
1,20301004,1
1,20301005,1
1,20301006,1
1,20301007,1
1,20301008,0
1,20301009,0
1,20301010,0
1,20301011,0
1,20301012,0
1,20301013,0
1,20301014,0
1,20301015,0
1,20301016,0
1,20301017,0
1,20301018,0
1,20301019,0
1,20301020,0
1,20301021,0
1,20301022,0
1,20301023,0
1,20301024,0
1,20301025,0
1,20301026,0
1,20301027,1
1,20301028,1
1,20301029,1
1,20301030,1
1,20301031,1
1,20301032,0
1,20301033,0
1,20301034,0
1,20301035,0
1,20301036,0
1,20301037,0
1,20301038,0
1,20301039,0
1,20301040,0
1,20301041,0
1,20301042,0
1,20301043,0
1,20301044,0
1,20301045,0
1,20301046,0
1,20301047,0
1,20301048,0
1,20301049,0
1,20301050,0
1,20301051,1
1,20301052,1
1,20301053,1
1,20301054,1
1,20301055,1
1,20301056,0
1,20301057,0
1,20301058,0
1,20301059,0
1,20301060,0
1,20301061,0
1,20301062,0
1,20301063,0
1,20301064,0
1,20301065,0
1,20301066,0
1,20301067,0
1,20301068,0
1,20301069,0
1,20301070,0
1,20301071,0
1,20301072,0
1,20301073,0
1,20301074,0
1,20301075,1
1,20301076,1
1,20301077,1
1,20301078,1
1,20301079,1
1,20301080,0
1,20301081,0
1,20301082,0
1,20301083,0
1,20301084,0
1,20301085,0
1,20301086,0
1,20301087,0
1,20301088,0
1,20301089,0
1,20301090,0
1,20301091,0
1,20301092,0
1,20301093,0
1,20301094,0
1,20301095,0
1,20301096,0
1,20301097,0
1,20301098,0
1,20301099,1
1,20301100,1
1,20301101,1
1,20301102,1
1,20301103,1
1,20301104,0
1,20301105,0
1,20301106,0
1,20301107,0
1,20301108,0
1,20301109,0
1,20301110,0
1,20301111,0
1,20301112,0
1,20301113,0
1,20301114,0
1,20301115,0
1,20301116,0
1,20301117,0
1,20301118,0
1,20301119,0
1,20301120,0
1,20301121,0
1,20301122,0
1,20301123,1
1,20301124,1
1,20301125,1
1,20301126,1
1,20301127,1
1,20301128,0
1,20301129,0
1,20301130,0
1,20301131,0
1,20301132,0
1,20301133,0
1,20301134,0
1,20301135,0
1,20301136,0
1,20301137,0
1,20301138,0
1,20301139,0
1,20301140,0
1,20301141,0
1,20301142,0
1,20301143,0
1,20301144,0
1,20301145,0
1,20301146,0
1,20301147,1
1,20301148,1
1,20301149,1
1,20301150,1
1,20301151,1
1,20301152,0
1,20301153,0
1,20301154,0
1,20301155,0
1,20301156,0
1,20301157,0
1,20301158,0
1,20301159,0
1,20301160,0
1,20301161,0
1,20301162,0
1,20301163,0
1,20301164,0
1,20301165,0
1,20301166,0
1,20301167,0
1,20301168,0
1,20301169,0
1,20301170,0
1,20301171,1
1,20301172,1
1,20301173,1
1,20301174,1
1,20301175,1
1,20301176,0
1,20301177,0
1,20301178,0
1,20301179,0
